,ALogP98,CNS,Drug,HBA,HBD,MW,SMILES,TPSA,TPSA_S,cLogD_ACD_v15,cLogP_ACD_v15,cLogP_Biobyte,fsp3,mapKa,mbpKa,nArom,nAtoms
346,0.72500002,False,Tranexamic acid,3.0,2.0,157.21019,C1CC(CCC1CN)C(=O)O,63.32,63.32,-2.1900001,0.31999999,-1.8,0.88,4.79,10.27,0.0,11.0
347,4.4349999,False,Treprostinil,5.0,3.0,390.51306,CCCCCC(CCC1C2Cc3cccc(c3CC2CC1O)OCC(=O)O)O,86.989998,86.989998,0.77999997,4.4000001,3.72,0.69999999,3.1900001,,1.0,28.0
348,1.278,False,Triamterene,7.0,3.0,253.26263,c1ccc(cc1)c2c(nc3c(n2)c(nc(n3)N)N)N,129.62,129.62,1.3,1.34,1.61,0.0,,6.3000002,3.0,19.0
349,3.191,False,Tridihexethyl,1.0,1.0,318.51663,CC[N+](CC)(CC)CCC(c1ccccc1)(C2CCCCC2)O,20.23,20.23,-1.8099999,-1.8099999,1.3200001,0.70999998,,,1.0,23.0
350,2.694,False,Trimethobenzamide,6.0,1.0,388.4574,CN(C)CCOc1ccc(cc1)CNC(=O)c2cc(c(c(c2)OC)OC)OC,69.260002,69.260002,0.60000002,1.85,2.3299999,0.38,,8.6599998,2.0,28.0
351,1.543,False,Trimethoprim,7.0,2.0,290.31772,COc1cc(cc(c1OC)OC)Cc2cnc(nc2N)N,105.51,105.51,0.67000002,0.79000002,0.98000002,0.28999999,,7.25,2.0,21.0
352,3.2809999,False,Trioxsalen,2.0,0.0,228.24327,Cc1cc(=O)oc2c1cc3cc(oc3c2C)C,39.439999,39.439999,3.8,3.8,3.47,0.20999999,,,2.0,17.0
353,3.039,False,Troleandomycin,16.0,0.0,813.96838,CC1CC(C(C(O1)OC2C(CC3(CO3)C(=O)C(C(C(C(OC(=O)C(C(C2C)OC4CC(C(C(O4)C)OC(=O)C)OC)C)C)C)OC(=O)C)C)C)OC(=O)C)N(C)C,184.19,184.19,2.79,3.3599999,4.1999998,0.88,,7.8400002,0.0,57.0
354,2.349,False,Trospium,3.0,1.0,392.51059,c1ccc(cc1)C(c2ccccc2)(C(=O)OC3CC4CCC(C3)[N+]45CCCC5)O,46.529999,46.529999,0.69999999,0.69999999,-1.16,0.47999999,,,2.0,29.0
355,2.2130001,False,Trovafloxacin,7.0,2.0,416.3533,c1cc(c(cc1F)F)n2cc(c(=O)c3c2nc(c(c3)F)N4CC5C(C4)C5N)C(=O)O,99.760002,99.760002,-1.11,0.95999998,0.33000001,0.25,5.8000002,7.9200001,2.0,30.0
356,0.28400001,False,Uracil mustard,3.0,2.0,252.09784,c1c(c(=O)[nH]c(=O)[nH]1)N(CCCl)CCCl,61.439999,61.439999,1.11,1.13,0.60000002,0.5,,,0.0,15.0
357,4.448,False,Valsartan,6.0,2.0,435.51877,CCCCC(=O)N(Cc1ccc(cc1)c2ccccc2c3n[nH]nn3)C(C(C)C)C(=O)O,112.07,112.07,0.0099999998,4.7399998,4.8600001,0.38,3.53,,3.0,32.0
358,5.0869999,False,Vandetanib,6.0,1.0,475.35397,CN1CCC(CC1)COc2cc3c(cc2OC)c(ncn3)Nc4ccc(cc4F)Br,59.509998,59.509998,4.0100002,5.5,5.8400002,0.36000001,,9.2700005,3.0,30.0
359,4.8130002,False,Vemurafenib,4.0,2.0,489.92212,CCCS(=O)(=O)Nc1ccc(c(c1F)C(=O)c2c[nH]c3c2cc(cn3)c4ccc(cc4)Cl)F,91.919998,100.3,3.1900001,4.2600002,4.1700001,0.13,,,4.0,33.0
360,4.2649999,False,Vismodegib,4.0,1.0,421.29706,CS(=O)(=O)c1ccc(c(c1)Cl)C(=O)Nc2ccc(c(c2)c3ccccn3)Cl,76.129997,84.510002,2.98,2.98,2.74,0.050000001,,3.73,3.0,27.0
361,5.2610002,False,Vorapaxar,5.0,1.0,492.58173,CCOC(=O)NC1CCC2C(C1)CC3C(C2/C=C/c4ccc(cn4)c5cccc(c5)F)C(OC3=O)C,77.519997,77.519997,4.54,4.54,4.3400002,0.47999999,,3.6600001,2.0,36.0
362,6.2989998,False,Zafirlukast,6.0,2.0,575.67523,Cc1ccccc1S(=O)(=O)NC(=O)c2ccc(c(c2)OC)Cc3cn(c4c3cc(cc4)NC(=O)OC5CCCC5)C,115.73,124.11,4.2800002,6.1500001,7.0900002,0.28999999,4.0100002,,4.0,41.0
363,-0.163,False,Zidovudine,6.0,2.0,267.24133,Cc1cn(c(=O)[nH]c1=O)C2CC(C(O2)CO)N=[N+]=[N-],128.62,128.62,-0.52999997,-0.52999997,0.039999999,0.60000002,,,0.0,19.0
364,1.926,False,Zileuton,2.0,2.0,236.29018,CC(c1cc2ccccc2s1)N(C(=O)N)O,66.559998,94.800003,3.74,3.74,2.48,0.18000001,,,2.0,16.0
365,4.223,True,Abiraterone,2.0,1.0,349.50903,CC12CCC(CC1=CCC3C2CCC4(C3CC=C4c5cccnc5)C)O,33.119999,33.119999,5.6999998,5.6999998,5.1700001,0.62,,5.3099999,1.0,26.0
366,1.615,True,Acebutolol,5.0,3.0,336.4259,CCCC(=O)Nc1ccc(c(c1)C(=O)C)OCC(CNC(C)C)O,87.660004,87.660004,-0.11,1.95,1.71,0.56,,9.4099998,1.0,24.0
367,0.708,True,Acetaminophen,2.0,2.0,151.16257,CC(=O)Nc1ccc(cc1)O,49.330002,49.330002,0.34,0.34,0.49000001,0.12,,,1.0,11.0
368,-0.579,True,Acetazolamide,5.0,2.0,222.24544,CC(=O)Nc1nnc(s1)S(=O)(=O)N,115.04,151.66,-0.75999999,-0.25999999,-0.98000002,0.25,7.4400001,,1.0,13.0
369,3.233,True,Acetophenazine,6.0,1.0,411.56024,CC(=O)c1ccc2c(c1)N(c3ccccc3S2)CCCN4CCN(CC4)CCO,47.02,72.32,2.8699999,3.22,2.71,0.43000001,,8.5200005,2.0,29.0
370,5.6659999,True,Acitretin,3.0,1.0,326.42932,Cc1cc(c(c(c1/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C)C)C)OC,46.529999,46.529999,3.03,5.73,6.0700002,0.28999999,4.6599998,,1.0,24.0
371,3.9170001,True,Afatinib,7.0,2.0,485.93839,CN(C)C/C=C/C(=O)Nc1cc2c(cc1OC3CCOC3)ncnc2Nc4ccc(c(c4)Cl)F,88.610001,88.610001,3.03,3.5899999,4.4899998,0.28999999,,8.0100002,3.0,34.0
372,3.0650001,True,Albendazole,4.0,2.0,265.33139,CCCSc1ccc2c(c1)[nH]c(n2)NC(=O)OC,67.0,92.309998,3.0599999,3.0699999,3.46,0.33000001,,5.6199999,2.0,18.0
373,2.1029999,True,Almotriptan,3.0,1.0,335.46429,CN(C)CCc1c[nH]c2c1cc(cc2)CS(=O)(=O)N3CCCC3,56.41,64.790001,-0.02,1.89,1.79,0.52999997,,9.4799995,2.0,23.0
374,3.513,True,Alprazolam,3.0,0.0,308.76492,Cc1nnc2n1-c3ccc(cc3C(=NC2)c4ccccc4)Cl,43.07,43.07,2.5,2.5,2.5599999,0.12,,2.28,3.0,22.0
375,2.6389999,True,Alprenolol,3.0,2.0,249.34862,CC(C)NCC(COc1ccccc1CC=C)O,41.490002,41.490002,0.79000002,2.8800001,2.6500001,0.47,,9.4499998,1.0,18.0
376,1.495,True,Amantadine,1.0,1.0,151.24867,C1C2CC3CC1CC(C2)(C3)N,26.02,26.02,-0.69,2.22,2.0,1.0,,10.76,0.0,11.0
377,1.479,True,Aminoglutethimide,3.0,2.0,232.27834,CCC1(CCC(=O)NC1=O)c2ccc(cc2)N,72.190002,72.190002,1.41,1.41,0.76999998,0.38,,4.4099998,1.0,17.0
378,4.7719998,True,Amitriptyline,1.0,0.0,277.40332,CN(C)CCC=C1c2ccccc2CCc3c1cccc3,3.24,3.24,3.1500001,4.9200001,4.8499999,0.30000001,,9.1800003,2.0,21.0
379,1.576,True,Amlodipine,7.0,2.0,408.87589,CCOC(=O)C1=C(NC(=C(C1c2ccccc2Cl)C(=O)OC)C)COCCN,99.879997,99.879997,2.6400001,4.1599998,3.4300001,0.40000001,,8.9700003,1.0,28.0
380,2.8970001,True,Amoxapine,4.0,1.0,313.78143,c1ccc2c(c1)N=C(c3cc(ccc3O2)Cl)N4CCNCC4,36.860001,36.860001,1.2,2.3499999,3.4100001,0.23999999,,8.6199999,2.0,22.0
381,1.6339999,True,Amphetamine,1.0,1.0,135.20622,CC(Cc1ccccc1)N,26.02,26.02,-0.63,1.8099999,1.74,0.33000001,,9.9399996,1.0,10.0
382,3.6029999,True,Anileridine,4.0,1.0,352.46991,CCOC(=O)C1(CCN(CC1)CCc2ccc(cc2)N)c3ccccc3,55.560001,55.560001,2.05,3.02,3.0999999,0.41,,8.7299995,2.0,26.0
383,1.791,True,Aniracetam,3.0,0.0,219.23653,COc1ccc(cc1)C(=O)N2CCCC2=O,46.610001,46.610001,0.27000001,0.27000001,0.72000003,0.33000001,,,1.0,16.0
384,3.1159999,True,Apomorphine,3.0,2.0,267.32239,CN1CCc2cccc-3c2C1Cc4c3c(c(cc4)O)O,43.700001,43.700001,2.51,3.05,2.49,0.28999999,,7.8800001,2.0,20.0
385,4.6350002,True,Aprepitant,6.0,2.0,534.42664,CC(c1cc(cc(c1)C(F)(F)F)C(F)(F)F)OC2C(N(CCO2)Cc3[nH][nH]c(=O)n3)c4ccc(cc4)F,75.190002,75.190002,4.23,4.23,4.8299999,0.38999999,,4.3499999,2.0,37.0
386,4.9980001,True,Aripiprazole,4.0,1.0,448.38538,c1cc(c(c(c1)Cl)Cl)N2CCN(CC2)CCCCOc3ccc4c(c3)NC(=O)CC4,44.810001,44.810001,5.3699999,5.5900002,5.8200002,0.43000001,,7.8899999,2.0,30.0
387,1.733,True,Armodafinil,2.0,1.0,273.3501,c1ccc(cc1)C(c2ccccc2)S(=O)CC(=O)N,60.16,79.370003,1.17,1.17,0.94,0.13,,,2.0,19.0
388,3.5769999,True,Atomoxetine,2.0,1.0,255.35474,Cc1ccccc1OC(CCNC)c2ccccc2,21.26,21.26,0.69,3.28,3.9400001,0.28999999,,10.12,2.0,19.0
389,1.721,True,Atropine,4.0,1.0,289.36942,CN1C2CCC1CC(C2)OC(=O)C(CO)c3ccccc3,49.77,49.77,-0.94,1.53,1.3,0.58999997,,9.9799995,1.0,21.0
390,4.4920001,True,Axitinib,4.0,2.0,386.46951,CNC(=O)c1ccccc1Sc2ccc3c(c2)n[nH]c3/C=C/c4ccccn4,70.669998,95.970001,4.1500001,4.1500001,3.3299999,0.050000001,,4.0599999,4.0,28.0
391,4.0840001,True,Azatadine,2.0,0.0,290.40207,CN1CCC(=C2c3ccccc3CCc4c2nccc4)CC1,16.129999,16.129999,3.52,4.9699998,3.5599999,0.34999999,,8.7399998,2.0,22.0
392,1.419,True,Baclofen,3.0,2.0,213.66078,c1cc(ccc1C(CC(=O)O)CN)Cl,63.310001,63.310001,-0.94,1.5599999,-0.62,0.30000001,4.04,10.33,1.0,14.0
393,4.1849999,True,Benzphetamine,1.0,0.0,239.35535,CC(Cc1ccccc1)N(C)Cc2ccccc2,3.24,3.24,2.95,4.4299998,4.3800001,0.28999999,,8.8800001,2.0,18.0
394,3.875,True,Benztropine,2.0,0.0,307.42929,CN1C2CCC1CC(C2)OC(c3ccccc3)c4ccccc4,12.47,12.47,2.1400001,4.96,3.52,0.43000001,,10.54,2.0,23.0
395,5.2649999,True,Bepridil,3.0,0.0,366.53955,CC(C)COCC(CN(Cc1ccccc1)c2ccccc2)N3CCCC3,15.71,15.71,4.0599999,5.8000002,6.1999998,0.5,,9.21,2.0,27.0
396,1.2130001,True,Bethanidine,3.0,2.0,177.2462,CN/C(=N\C)/NCc1ccccc1,36.419998,36.419998,-0.52999997,1.46,1.5,0.30000001,,12.81,1.0,13.0
397,6.4050002,True,Bexarotene,2.0,1.0,348.47791,Cc1cc2c(cc1C(=C)c3ccc(cc3)C(=O)O)C(CCC2(C)C)(C)C,37.290001,37.290001,5.6300001,8.5500002,8.1899996,0.38,4.0799999,,2.0,26.0
398,3.648,True,Biperiden,2.0,1.0,311.46106,c1ccc(cc1)C(CCN2CCCCC2)(C3CC4CC3C=C4)O,23.469999,23.469999,2.1700001,4.0100002,4.9400001,0.62,,9.5799999,1.0,23.0
399,2.3269999,True,Bromazepam,3.0,1.0,316.15271,c1ccnc(c1)C2=NCC(=O)Nc3c2cc(cc3)Br,54.349998,54.349998,1.65,1.65,1.7,0.07,,2.0,2.0,19.0
400,4.3629999,True,Bromocriptine,6.0,3.0,654.59448,CC(C)CC1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CN(C5Cc6c7c(cccc7[nH]c6Br)C5=C4)C)O,118.21,118.21,5.0799999,5.1500001,6.5799999,0.58999997,,6.7199998,2.0,43.0
401,4.1329999,True,Bromodiphenhydramine,2.0,0.0,334.25079,CN(C)CCOC(c1ccccc1)c2ccc(cc2)Br,12.47,12.47,3.1099999,4.4299998,4.3200002,0.28999999,,8.71,2.0,20.0
402,3.78,True,Brompheniramine,2.0,0.0,319.23947,CN(C)CCC(c1ccc(cc1)Br)c2ccccn2,16.129999,16.129999,1.63,3.5599999,3.3,0.31,,9.3299999,2.0,19.0
403,7.1209998,True,Buclizine,2.0,0.0,433.02802,CC(C)(C)c1ccc(cc1)CN2CCN(CC2)C(c3ccccc3)c4ccc(cc4)Cl,6.48,6.48,6.1100001,6.2199998,8.0600004,0.36000001,,6.98,3.0,31.0
404,4.691,True,Budipine,1.0,0.0,293.44577,CC(C)(C)N1CCC(CC1)(c2ccccc2)c3ccccc3,3.24,3.24,1.91,4.6399999,5.5799999,0.43000001,,9.9200001,2.0,22.0
405,2.862,True,Bumetanide,6.0,3.0,364.41611,CCCCNc1cc(cc(c1Oc2ccccc2)S(=O)(=O)N)C(=O)O,118.72,127.1,-0.19,2.78,3.3699999,0.23999999,3.1800001,4.48,2.0,25.0
406,3.9230001,True,Buprenorphine,5.0,2.0,467.64014,CC(C)(C)C(C)(C1CC23CCC1(C4C25CCN(C3Cc6c5c(c(cc6)O)O4)CC7CC7)OC)O,62.16,62.16,2.46,3.4400001,3.99,0.79000002,,8.3100004,1.0,34.0
407,3.1199999,True,Bupropion,2.0,1.0,239.74112,CC(C(=O)c1cccc(c1)Cl)NC(C)(C)C,29.1,29.1,3.27,3.47,3.21,0.46000001,,7.1599998,1.0,16.0
408,2.5450001,True,Buspirone,6.0,0.0,385.50314,c1cnc(nc1)N2CCN(CC2)CCCCN3C(=O)CC4(CCCC4)CC3=O,69.639999,69.639999,3.0799999,3.4300001,2.6900001,0.70999998,,7.0100002,1.0,28.0
409,1.841,True,Butabarbital,3.0,2.0,212.24564,CCC(C)C1(C(=O)NC(=O)NC1=O)CC,75.269997,75.269997,1.41,1.52,1.58,0.69999999,7.71,,0.0,15.0
410,3.5599999,True,Cabergoline,4.0,2.0,451.60428,CCNC(=O)N(CCCN(C)C)C(=O)C1CC2c3cccc4c3c(c[nH]4)CC2N(C1)CC=C,71.669998,71.669998,0.55000001,2.4300001,4.1700001,0.54000002,,9.4099998,2.0,33.0
411,0.42399999,True,Caffeine,3.0,0.0,194.1906,Cn1cnc2c1c(=O)n(c(=O)n2C)C,58.439999,58.439999,-0.13,-0.13,-0.039999999,0.38,,,1.0,14.0
412,2.6789999,True,Carbamazepine,1.0,1.0,236.26859,c1ccc2c(c1)C=Cc3ccccc3N2C(=O)N,46.330002,46.330002,2.6700001,2.6700001,2.3800001,0.0,,,2.0,18.0
413,3.22,True,Carbinoxamine,3.0,0.0,290.78787,CN(C)CCOC(c1ccc(cc1)Cl)c2ccccn2,25.360001,25.360001,1.5,2.76,2.6700001,0.31,,8.6499996,2.0,20.0
414,2.1989999,True,Carisoprodol,4.0,2.0,260.32996,CCCC(C)(COC(=O)N)COC(=O)NC(C)C,90.650002,90.650002,2.1500001,2.1500001,2.3399999,0.82999998,,,0.0,18.0
415,4.0139999,True,Carvedilol,5.0,3.0,406.47424,COc1ccccc1OCCNCC(COc2cccc3c2c4ccccc4[nH]3)O,75.739998,75.739998,3.0999999,4.1199999,4.04,0.25,,8.3800001,4.0,30.0
416,1.035,True,Cevimeline,3.0,0.0,199.31308,CC1OC2(CN3CCC2CC3)CS1,12.47,37.77,-0.83999997,1.23,1.14,1.0,,9.5100002,0.0,13.0
417,3.559,True,Chlophedianol,2.0,1.0,289.7998,CN(C)CCC(c1ccccc1)(c2ccccc2Cl)O,23.469999,23.469999,2.1600001,3.8099999,3.6300001,0.28999999,,9.4300003,2.0,20.0
418,1.025,True,Chloramphenicol,5.0,3.0,323.12936,c1cc(ccc1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],115.38,115.38,1.02,1.02,1.28,0.36000001,,,1.0,20.0
419,2.2969999,True,Chlordiazepoxide,3.0,1.0,299.75485,CNC1=Nc2ccc(cc2C(=[N+](C1)[O-])c3ccccc3)Cl,53.139999,53.139999,2.1600001,2.1600001,3.79,0.12,,2.3800001,2.0,21.0
420,1.559,True,Chlormezanone,3.0,0.0,273.73587,CN1C(S(=O)(=O)CCC1=O)c2ccc(cc2)Cl,54.450001,62.830002,0.86000001,0.86000001,1.5700001,0.36000001,,,1.0,17.0
421,2.503,True,Chlorphentermine,1.0,1.0,183.67786,CC(C)(Cc1ccc(cc1)Cl)N,26.02,26.02,0.46000001,2.75,2.8499999,0.40000001,,9.7600002,1.0,12.0
422,4.7389998,True,Chlorpromazine,3.0,0.0,318.86414,CN(C)CCCN1c2ccccc2Sc3c1cc(cc3)Cl,6.48,31.780001,3.26,5.1999998,5.3000002,0.28999999,,9.4099998,2.0,21.0
423,5.1240001,True,Chlorprothixene,2.0,0.0,315.8602,CN(C)CC/C=C\1/c2ccccc2Sc3c1cc(cc3)Cl,3.24,28.540001,4.4099998,6.0500002,5.48,0.22,,9.0500002,2.0,21.0
424,2.0039999,True,Chlorzoxazone,2.0,1.0,169.56516,c1cc2c(cc1Cl)[nH]c(=O)o2,38.330002,38.330002,2.1500001,2.1900001,1.87,0.0,,,1.0,11.0
425,3.579,True,Cilostazol,5.0,1.0,369.46066,c1cc2c(cc1OCCCCc3nnnn3C4CCCCC4)CCC(=O)N2,81.93,81.93,3.05,3.05,3.53,0.60000002,,2.1900001,2.0,27.0
426,5.9559999,True,Cinacalcet,1.0,1.0,357.41199,CC(c1cccc2c1cccc2)NCCCc3cccc(c3)C(F)(F)F,12.03,12.03,3.96,5.7399998,6.3499999,0.27000001,,9.1899996,3.0,26.0
427,3.721,True,Citalopram,3.0,0.0,324.39194,CN(C)CCCC1(c2ccc(cc2CO1)C#N)c3ccc(cc3)F,36.259998,36.259998,0.38999999,2.51,3.1300001,0.34999999,,9.5699997,2.0,24.0
428,4.8060002,True,Clemastine,2.0,0.0,343.89023,CC(c1ccccc1)(c2ccc(cc2)Cl)OCCC3CCCN3C,12.47,12.47,3.04,5.6900001,5.4499998,0.43000001,,10.23,2.0,24.0
429,1.795,True,Clidinium,3.0,1.0,352.44675,C[N+]12CCC(CC1)C(C2)OC(=O)C(c3ccccc3)(c4ccccc4)O,46.529999,46.529999,0.82999998,0.82999998,-0.050000001,0.41,,,2.0,26.0
430,2.7379999,True,Clobazam,2.0,0.0,300.73962,CN1c2ccc(cc2N(C(=O)CC1=O)c3ccccc3)Cl,40.619999,40.619999,1.67,1.6900001,2.4400001,0.12,,,2.0,21.0
431,5.052,True,Clomipramine,2.0,0.0,314.85233,CN(C)CCCN1c2ccccc2CCc3c1cc(cc3)Cl,6.48,6.48,3.4100001,5.3899999,5.9200001,0.37,,9.46,2.0,22.0
432,2.859,True,Clonazepam,4.0,1.0,315.71118,c1ccc(c(c1)C2=NCC(=O)Nc3c2cc(cc3)[N+](=O)[O-])Cl,87.279999,87.279999,2.3399999,2.3399999,2.3800001,0.07,,,2.0,22.0
433,3.4219999,True,Clozapine,4.0,1.0,326.82327,CN1CCN(CC1)C2=Nc3cc(ccc3Nc4c2cccc4)Cl,30.860001,30.860001,1.96,2.3599999,3.71,0.28,,7.1399999,2.0,23.0
434,-1.788,True,Cycloserine,3.0,2.0,102.09194,C1C(C(=O)NO1)N,64.339996,64.339996,-1.85,-1.84,-1.1900001,0.67000002,,5.9299998,0.0,7.0
435,4.8740001,True,Danazol,2.0,1.0,337.45526,CC12CCC3C(C1CCC2(C#C)O)CCC4=Cc5c(cno5)CC34C,46.259998,46.259998,4.6999998,4.6999998,3.9300001,0.68000001,,,1.0,25.0
436,1.439,True,Dapsone,4.0,2.0,248.30087,c1cc(ccc1N)S(=O)(=O)c2ccc(cc2)N,86.18,94.559998,0.94,0.94,0.88999999,0.0,,,2.0,17.0
437,3.7690001,True,Dasatinib,8.0,3.0,488.00552,Cc1cccc(c1NC(=O)c2cnc(s2)Nc3cc(nc(n3)C)N4CCN(CC4)CCO)Cl,106.51,134.75,1.84,2.25,3.03,0.36000001,,6.5900002,3.0,33.0
438,4.2129998,False,Desloratadine,2.0,1.0,310.82056,c1cc2c(nc1)C(=C3CCNCC3)c4ccc(cc4CC2)Cl,24.92,24.92,4.1100001,6.77,3.8299999,0.31999999,,10.27,2.0,22.0
439,2.796,True,Desvenlafaxine,3.0,2.0,263.37521,CN(C)CC(c1ccc(cc1)O)C2(CCCCC2)O,43.700001,43.700001,0.51999998,2.26,2.6800001,0.62,,9.3299999,1.0,19.0
440,2.1800001,True,Dexmethylphenidate,3.0,1.0,233.30615,COC(=O)C(c1ccccc1)C2CCCCN2,38.330002,38.330002,0.47,2.54,2.5599999,0.5,,9.5100002,1.0,17.0
441,3.674,True,Dextromethorphan,2.0,0.0,271.39719,CN1CCC23CCCCC2C1Cc4c3cc(cc4)OC,12.47,12.47,2.3900001,4.1100001,3.9400001,0.67000002,,9.1300001,1.0,20.0
442,5.105,True,Dicyclomine,3.0,0.0,309.48669,CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2,29.540001,29.540001,4.23,6.0500002,6.1399999,0.94999999,,9.2399998,0.0,22.0
443,2.757,True,Diethylpropion,2.0,0.0,205.29607,CCN(CC)C(C)C(=O)c1ccccc1,20.309999,20.309999,1.84,2.95,2.8499999,0.46000001,,8.4899998,1.0,15.0
444,5.1139998,True,Difenoxin,4.0,1.0,424.53412,c1ccc(cc1)C2(CCN(CC2)CCC(C#N)(c3ccccc3)c4ccccc4)C(=O)O,64.330002,64.330002,2.53,5.04,2.1300001,0.28999999,3.55,9.1700001,3.0,32.0
445,1.947,True,Dihydrocodeine,4.0,1.0,301.3801,CN1CCC23c4c5ccc(c4OC2C(CCC3C1C5)O)OC,41.93,41.93,0.25999999,1.39,1.26,0.67000002,,8.4300003,1.0,22.0
446,3.0929999,True,Diltiazem,6.0,0.0,414.51782,CC(=O)OC1C(Sc2ccccc2N(C1=O)CCN(C)C)c3ccc(cc3)OC,59.080002,84.379997,2.26,3.6300001,3.6500001,0.36000001,,8.9399996,2.0,29.0
447,3.3570001,True,Diphenylpyraline,2.0,0.0,281.39203,CN1CCC(CC1)OC(c2ccccc2)c3ccccc3,12.47,12.47,3.49,4.54,3.21,0.37,,8.7799997,2.0,21.0
448,4.5510001,True,Disulfiram,4.0,0.0,296.53922,CCN(CC)C(=S)SSC(=S)N(CC)CC,6.48,121.26,3.8800001,3.8800001,3.8800001,0.80000001,,,0.0,16.0
449,2.0350001,True,Dolasetron,4.0,1.0,324.37369,c1ccc2c(c1)c(c[nH]2)C(=O)OC3CC4CC5CC(C3)N4CC5=O,62.400002,62.400002,2.79,2.8199999,2.3399999,0.47,,6.2199998,2.0,24.0
450,4.5689998,True,Donepezil,4.0,0.0,379.49194,COc1cc2c(cc1OC)C(=O)C(C2)CC3CCN(CC3)Cc4ccccc4,38.77,38.77,3.27,4.71,4.5999999,0.46000001,,8.8400002,2.0,28.0
451,6.1090002,True,Dronabinol,2.0,1.0,314.4617,CCCCCc1cc(c2c(c1)OC(C3C2C=C(CC3)C)(C)C)O,29.459999,29.459999,7.6799998,7.6799998,7.2399998,0.62,,,1.0,23.0
452,7.0149999,True,Dronedarone,5.0,1.0,556.75647,CCCCc1c(c2cc(ccc2o1)NS(=O)(=O)C)C(=O)c3ccc(cc3)OCCCN(CCCC)CCCC,88.849998,97.220001,5.4000001,7.5799999,8.5699997,0.51999998,,9.4399996,3.0,39.0
453,3.618,True,Duloxetine,2.0,1.0,297.41455,CNCCC(c1cccs1)Oc2cccc3c2cccc3,21.26,49.5,1.24,3.73,4.2600002,0.22,,10.02,3.0,21.0
454,5.7030001,True,Dutasteride,2.0,2.0,528.52972,CC12CCC3C(C1CCC2C(=O)Nc4cc(ccc4C(F)(F)F)C(F)(F)F)CCC5C3(C=CC(=O)N5)C,58.200001,58.200001,5.6100001,5.6100001,4.9400001,0.63,,,1.0,37.0
455,4.381,True,Efavirenz,2.0,1.0,315.67496,c1cc2c(cc1Cl)C(OC(=O)N2)(C#CC3CC3)C(F)(F)F,38.330002,38.330002,4.8400002,4.8400002,3.73,0.36000001,,,1.0,21.0
456,4.4380002,True,Eletriptan,3.0,1.0,382.51904,CN1CCCC1Cc2c[nH]c3c2cc(cc3)CCS(=O)(=O)c4ccccc4,53.169998,61.549999,0.33000001,3.0799999,3.3499999,0.36000001,,10.35,3.0,27.0
457,3.8080001,True,Eliglustat,5.0,2.0,404.54294,CCCCCCCC(=O)NC(CN1CCCC1)C(c2ccc3c(c2)OCCO3)O,71.029999,71.029999,2.0799999,3.6099999,4.8299999,0.69999999,,9.5900002,1.0,29.0
458,1.658,True,Entacapone,6.0,2.0,305.28601,CCN(CC)C(=O)/C(=C/c1cc(c(c(c1)O)O)[N+](=O)[O-])/C#N,130.38,130.38,0.36000001,2.3800001,1.76,0.28999999,5.1500001,,1.0,22.0
459,4.3340001,True,Enzalutamide,4.0,1.0,464.43594,CC1(C(=O)N(C(=S)N1c2ccc(c(c2)F)C(=O)NC)c3ccc(c(c3)C(F)(F)F)C#N)C,76.440002,108.53,2.1300001,2.1300001,3.3499999,0.23999999,,,2.0,32.0
460,4.309,True,Erlotinib,7.0,1.0,393.43573,COCCOc1cc2c(cc1OCCOC)ncnc2Nc3cccc(c3)C#C,74.730003,74.730003,2.3800001,2.3900001,4.3400002,0.27000001,,5.0599999,3.0,29.0
461,1.386,True,Eszopiclone,7.0,0.0,388.80826,CN1CCN(CC1)C(=O)OC2c3c(nccn3)C(=O)N2c4ccc(cn4)Cl,91.760002,91.760002,-0.41,-0.33000001,1.25,0.34999999,,6.29,2.0,27.0
462,2.263,True,Ethchlorvynol,1.0,1.0,144.59875,CCC(/C=C/Cl)(C#C)O,20.23,20.23,2.0599999,2.0599999,1.5700001,0.43000001,,,0.0,9.0
463,2.717,True,Ethinamate,2.0,1.0,167.20502,C#CC1(CCCCC1)OC(=O)N,52.32,52.32,1.47,1.47,1.92,0.67000002,,,0.0,12.0
464,1.53,True,Ethionamide,2.0,1.0,166.24339,CCc1cc(ccn1)C(=S)N,38.900002,71.0,1.22,1.22,1.73,0.25,,4.3400002,1.0,11.0
465,5.0879998,True,Ethopropazine,3.0,0.0,312.47226,CCN(CC)C(C)CN1c2ccccc2Sc3c1cccc3,6.48,31.780001,3.51,5.8400002,5.46,0.37,,9.8800001,2.0,22.0
466,0.73699999,True,Ethosuximide,2.0,1.0,141.16772,CCC1(CC(=O)NC1=O)C,46.169998,46.169998,0.38,0.38,0.40000001,0.70999998,,,0.0,10.0
467,1.637,True,Ethotoin,2.0,1.0,204.22517,CCN1C(=O)C(NC1=O)c2ccccc2,49.41,49.41,0.76999998,0.86000001,1.48,0.27000001,,,1.0,15.0
468,2.793,True,Ezogabine,4.0,3.0,303.33142,CCOC(=O)Nc1ccc(cc1N)NCc2ccc(cc2)F,76.379997,76.379997,0.80000001,0.81,2.0,0.19,,5.25,2.0,22.0
